hiphop	1999	0.1686746987951807
hiphop	2005	0.43529411764705883
hiphop	2019	0.3614457831325301
hiphop	2017	0.3684210526315789
hiphop	2024	0.20408163265306123
hiphop	2018	0.45161290322580644
hiphop	2013	0.18947368421052632
hiphop	2012	0.23958333333333334
hiphop	1995	0.23809523809523808
hiphop	1998	0.33766233766233766
hiphop	1996	0.2328767123287671
hiphop	1993	0.25316455696202533
hiphop	1994	0.23529411764705882
hiphop	2010	0.29292929292929293
hiphop	2003	0.3670886075949367
hiphop	2007	0.3626373626373626
hiphop	2002	0.26666666666666666
hiphop	1977	0.030927835051546393
hiphop	2020	0.4367816091954023
hiphop	2009	0.2604166666666667
hiphop	2011	0.32653061224489793
hiphop	1987	0.020618556701030927
hiphop	1964	0.02197802197802198
hiphop	2014	0.31
hiphop	1979	0.010101010101010102
hiphop	1990	0.1111111111111111
hiphop	2015	0.28865979381443296
hiphop	2006	0.375
hiphop	1972	0.010416666666666666
hiphop	2004	0.3717948717948718
hiphop	1997	0.25
hiphop	1981	0.010752688172043012
hiphop	2021	0.2903225806451613
hiphop	2016	0.3229166666666667
hiphop	1992	0.1724137931034483
hiphop	1985	0.021505376344086023
hiphop	2008	0.2696629213483146
hiphop	2001	0.2535211267605634
hiphop	2000	0.1375
hiphop	1991	0.125
hiphop	2022	0.18681318681318682
hiphop	2023	0.20408163265306123
hiphop	1974	0.010526315789473684
hiphop	1976	0.02040816326530612
hiphop	1962	0.011764705882352941
hiphop	1975	0.01020408163265306
hiphop	1983	0.010416666666666666
hiphop	1986	0.030927835051546393
hiphop	1989	0.04395604395604396
hiphop	1984	0.020618556701030927
hiphop	1973	0.010416666666666666
hiphop	1988	0.011111111111111112
hiphop	1963	0.010752688172043012
hiphop	1966	0.021505376344086023
